tar,tar_acc,query,hmm_acc,full_e,full_score,full_bias,dom_e,dom_score,dom_bias,acc
RHZ29391.1,-,PTHR12848.orig.30.pir,-,3.2e-05,22.0,0.0,4e-05,21.7,0.0,GCA_003546785.1
RHZ33194.1,-,PTHR12848.orig.30.pir,-,7e-05,20.9,0.1,0.00013,20.0,0.0,GCA_003546785.1
RHZ32600.1,-,PTHR12848.orig.30.pir,-,9.7e-05,20.4,0.0,0.00012,20.1,0.0,GCA_003546785.1
RHZ39821.1,-,PTHR12848.orig.30.pir,-,0.0001,20.3,0.2,0.00012,20.1,0.2,GCA_003546785.1
RHZ41213.1,-,PTHR12848.orig.30.pir,-,0.00011,20.2,0.0,0.00024,19.1,0.0,GCA_003546785.1
RHZ42866.1,-,PTHR12848.orig.30.pir,-,0.00013,20.1,0.0,0.2,9.5,0.0,GCA_003546785.1
RHY82817.1,-,PTHR12848.orig.30.pir,-,0.00015,19.8,0.2,0.00017,19.7,0.2,GCA_003546785.1
RHY83080.1,-,PTHR12848.orig.30.pir,-,0.00018,19.6,0.0,0.00057,17.9,0.0,GCA_003546785.1
RHY80911.1,-,PTHR12848.orig.30.pir,-,0.00021,19.3,0.6,0.00026,19.0,0.6,GCA_003546785.1
RHY79377.1,-,PTHR12848.orig.30.pir,-,0.00021,19.3,0.2,0.035,11.9,0.2,GCA_003546785.1
RHZ24071.1,-,PTHR12848.orig.30.pir,-,0.00023,19.2,0.1,0.00058,17.9,0.0,GCA_003546785.1
RHZ39959.1,-,PTHR12848.orig.30.pir,-,0.00028,18.9,1.1,0.00048,18.1,1.1,GCA_003546785.1
RHZ42608.1,-,PTHR12848.orig.30.pir,-,0.00034,18.6,0.0,0.0012,16.8,0.0,GCA_003546785.1
RHZ24282.1,-,PTHR12848.orig.30.pir,-,0.00036,18.5,6.0,0.045,11.6,5.3,GCA_003546785.1
RHZ41995.1,-,PTHR12848.orig.30.pir,-,0.0004,18.4,0.0,0.00054,18.0,0.0,GCA_003546785.1
RHZ22982.1,-,PTHR12848.orig.30.pir,-,0.0004,18.4,0.7,0.0004,18.4,0.7,GCA_003546785.1
RHZ21509.1,-,PTHR12848.orig.30.pir,-,0.00043,18.3,1.0,0.00071,17.6,1.0,GCA_003546785.1
RHZ32594.1,-,PTHR12848.orig.30.pir,-,0.00045,18.2,0.0,0.21,9.4,0.0,GCA_003546785.1
RHZ29926.1,-,PTHR12848.orig.30.pir,-,0.00077,17.4,6.0,0.067,11.0,0.9,GCA_003546785.1
RHZ05941.1,-,PTHR12848.orig.30.pir,-,0.00097,17.1,0.5,0.00097,17.1,0.5,GCA_003546785.1
RHZ24320.1,-,PTHR12848.orig.30.pir,-,0.0012,16.9,0.8,0.0014,16.6,0.4,GCA_003546785.1
RHZ05235.1,-,PTHR12848.orig.30.pir,-,0.0012,16.8,0.0,0.0031,15.5,0.0,GCA_003546785.1
RHZ10461.1,-,PTHR12848.orig.30.pir,-,0.0015,16.5,0.4,0.0084,14.0,0.0,GCA_003546785.1
RHY96561.1,-,PTHR12848.orig.30.pir,-,0.0017,16.3,0.0,0.0049,14.8,0.0,GCA_003546785.1
RHY83633.1,-,PTHR12848.orig.30.pir,-,0.0022,16.0,0.0,3.6,5.3,0.0,GCA_003546785.1
RHY84057.1,-,PTHR12848.orig.30.pir,-,0.0022,15.9,1.0,0.0028,15.6,1.0,GCA_003546785.1
RHZ29087.1,-,PTHR12848.orig.30.pir,-,0.0025,15.7,0.2,0.0026,15.7,0.2,GCA_003546785.1
RHZ33181.1,-,PTHR12848.orig.30.pir,-,0.0026,15.7,0.0,0.1,10.4,0.0,GCA_003546785.1
RHZ42935.1,-,PTHR12848.orig.30.pir,-,0.0028,15.6,0.0,0.013,13.3,0.0,GCA_003546785.1
RHZ04019.1,-,PTHR12848.orig.30.pir,-,0.0029,15.6,0.0,0.0036,15.2,0.0,GCA_003546785.1
RHZ39210.1,-,PTHR12848.orig.30.pir,-,0.0033,15.4,0.1,0.01,13.8,0.0,GCA_003546785.1
RHZ09826.1,-,PTHR12848.orig.30.pir,-,0.0038,15.1,0.0,0.0067,14.3,0.0,GCA_003546785.1
RHY98499.1,-,PTHR12848.orig.30.pir,-,0.0043,15.0,0.4,0.019,12.8,0.4,GCA_003546785.1
RHZ10084.1,-,PTHR12848.orig.30.pir,-,0.0053,14.7,0.0,0.018,12.9,0.0,GCA_003546785.1
RHZ25792.1,-,PTHR12848.orig.30.pir,-,0.0059,14.5,0.0,0.0073,14.2,0.0,GCA_003546785.1
RHZ07672.1,-,PTHR12848.orig.30.pir,-,0.0064,14.4,0.1,0.013,13.3,0.1,GCA_003546785.1
RHY94906.1,-,PTHR12848.orig.30.pir,-,0.0066,14.4,0.7,0.0073,14.2,0.7,GCA_003546785.1
RHZ20705.1,-,PTHR12848.orig.30.pir,-,0.011,13.7,4.7,0.016,13.1,4.7,GCA_003546785.1
RHZ14724.1,-,PTHR12848.orig.30.pir,-,0.015,13.2,0.0,0.018,12.9,0.0,GCA_003546785.1
RHY86293.1,-,PTHR12848.orig.30.pir,-,0.015,13.1,0.0,0.04,11.8,0.0,GCA_003546785.1
RHY84774.1,-,PTHR12848.orig.30.pir,-,0.021,12.7,0.2,0.053,11.4,0.2,GCA_003546785.1
RHZ41823.1,-,PTHR12848.orig.30.pir,-,0.022,12.6,0.4,0.053,11.4,0.4,GCA_003546785.1
RHZ09572.1,-,PTHR12848.orig.30.pir,-,0.023,12.5,13.0,0.011,13.6,1.8,GCA_003546785.1
RHZ40778.1,-,PTHR12848.orig.30.pir,-,0.026,12.4,4.3,0.0053,14.7,0.6,GCA_003546785.1
RHZ09820.1,-,PTHR12848.orig.30.pir,-,0.03,12.2,0.4,0.035,12.0,0.4,GCA_003546785.1
RHZ39233.1,-,PTHR12848.orig.30.pir,-,0.032,12.1,0.1,0.058,11.2,0.1,GCA_003546785.1
RHZ38009.1,-,PTHR12848.orig.30.pir,-,0.033,12.0,0.0,0.052,11.4,0.0,GCA_003546785.1
RHY85868.1,-,PTHR12848.orig.30.pir,-,0.035,12.0,0.0,0.057,11.3,0.0,GCA_003546785.1
RHY80809.1,-,PTHR12848.orig.30.pir,-,0.045,11.6,0.0,0.08,10.8,0.0,GCA_003546785.1
RHZ07232.1,-,PTHR12848.orig.30.pir,-,0.067,11.0,0.9,0.098,10.5,0.6,GCA_003546785.1
RHZ06199.1,-,PTHR12848.orig.30.pir,-,0.071,10.9,0.4,0.083,10.7,0.4,GCA_003546785.1
RHZ23268.1,-,PTHR12848.orig.30.pir,-,0.09,10.6,0.0,0.096,10.5,0.0,GCA_003546785.1
RHZ25148.1,-,PTHR12848.orig.30.pir,-,0.091,10.6,0.0,0.1,10.4,0.0,GCA_003546785.1
RHZ39703.1,-,PTHR12848.orig.30.pir,-,0.092,10.6,0.0,0.21,9.4,0.0,GCA_003546785.1
RHZ06385.1,-,PTHR12848.orig.30.pir,-,0.13,10.1,0.6,0.16,9.7,0.6,GCA_003546785.1
RHY93917.1,-,PTHR12848.orig.30.pir,-,1.3,6.7,11.0,1.5,6.5,11.0,GCA_003546785.1
RHZ21201.1,-,PTHR12848.orig.30.pir,-,1.4e-195,652.6,10.8,3.9e-115,386.2,0.6,GCA_003546805.1
RHZ17351.1,-,PTHR12848.orig.30.pir,-,9e-115,385.0,7.8,1.1e-64,219.0,1.6,GCA_003546805.1
RHZ11593.1,-,PTHR12848.orig.30.pir,-,1.7e-28,99.1,0.0,1.9e-28,99.0,0.0,GCA_003546805.1
RHY89210.1,-,PTHR12848.orig.30.pir,-,2.6e-20,72.1,8.9,5.2e-10,37.9,0.1,GCA_003546805.1
RHZ39897.1,-,PTHR12848.orig.30.pir,-,4.2e-20,71.3,0.9,7.7e-09,34.0,0.0,GCA_003546805.1
RHY78861.1,-,PTHR12848.orig.30.pir,-,2.4e-17,62.2,0.3,4.1e-10,38.3,0.1,GCA_003546805.1
RHZ17452.1,-,PTHR12848.orig.30.pir,-,3.2e-17,61.8,0.8,1.1e-11,43.5,0.1,GCA_003546805.1
RHZ08272.1,-,PTHR12848.orig.30.pir,-,1.4e-16,59.7,4.0,2.5e-09,35.7,4.6,GCA_003546805.1
RHZ20243.1,-,PTHR12848.orig.30.pir,-,3.9e-16,58.2,5.2,4.9e-05,21.4,4.0,GCA_003546805.1
RHZ33228.1,-,PTHR12848.orig.30.pir,-,1.2e-15,56.5,0.1,6.7e-08,30.9,0.0,GCA_003546805.1
RHY80609.1,-,PTHR12848.orig.30.pir,-,1.7e-15,56.1,1.0,3.2e-10,38.6,0.0,GCA_003546805.1
RHY80855.1,-,PTHR12848.orig.30.pir,-,2.1e-15,55.8,6.7,2.4e-09,35.7,0.1,GCA_003546805.1
RHZ11657.1,-,PTHR12848.orig.30.pir,-,2.9e-15,55.3,6.2,1.4e-12,46.4,2.4,GCA_003546805.1
RHZ09901.1,-,PTHR12848.orig.30.pir,-,3.1e-15,55.2,1.1,8.3e-09,33.9,0.3,GCA_003546805.1
RHZ16697.1,-,PTHR12848.orig.30.pir,-,3.5e-15,55.0,0.9,3.5e-15,55.0,0.9,GCA_003546805.1
RHZ12547.1,-,PTHR12848.orig.30.pir,-,3.3e-14,51.8,0.0,3.1e-11,42.0,0.0,GCA_003546805.1
RHZ27392.1,-,PTHR12848.orig.30.pir,-,3.3e-14,51.8,0.5,2.9e-08,32.1,0.4,GCA_003546805.1
RHZ10675.1,-,PTHR12848.orig.30.pir,-,3.6e-14,51.7,4.9,4.9e-14,51.2,4.9,GCA_003546805.1
RHY88688.1,-,PTHR12848.orig.30.pir,-,5.3e-14,51.1,10.0,3.8e-10,38.4,9.9,GCA_003546805.1
RHZ23530.1,-,PTHR12848.orig.30.pir,-,1.1e-13,50.0,1.2,4.9e-09,34.7,0.1,GCA_003546805.1
RHY81461.1,-,PTHR12848.orig.30.pir,-,2.3e-13,49.0,0.4,5.2e-13,47.9,0.3,GCA_003546805.1
RHZ28126.1,-,PTHR12848.orig.30.pir,-,2.8e-12,45.4,0.0,3.3e-12,45.2,0.0,GCA_003546805.1
RHZ01384.1,-,PTHR12848.orig.30.pir,-,3.1e-12,45.3,8.1,1.3e-06,26.7,0.2,GCA_003546805.1
RHZ32355.1,-,PTHR12848.orig.30.pir,-,3.4e-12,45.1,0.0,6.7e-09,34.2,0.0,GCA_003546805.1
RHZ40985.1,-,PTHR12848.orig.30.pir,-,6.7e-12,44.2,1.0,6.4e-09,34.3,0.2,GCA_003546805.1
RHZ21121.1,-,PTHR12848.orig.30.pir,-,6.8e-12,44.1,1.0,1.2e-08,33.4,0.2,GCA_003546805.1
RHZ23442.1,-,PTHR12848.orig.30.pir,-,6.9e-12,44.1,0.0,1e-11,43.6,0.0,GCA_003546805.1
RHZ40127.1,-,PTHR12848.orig.30.pir,-,8.7e-12,43.8,0.0,6.1e-08,31.1,0.0,GCA_003546805.1
RHZ30230.1,-,PTHR12848.orig.30.pir,-,1.1e-11,43.4,0.0,8.7e-08,30.5,0.0,GCA_003546805.1
RHZ16469.1,-,PTHR12848.orig.30.pir,-,1.3e-11,43.3,0.5,1.4e-11,43.1,0.5,GCA_003546805.1
RHZ32771.1,-,PTHR12848.orig.30.pir,-,1.3e-11,43.2,5.3,0.0001,20.4,0.1,GCA_003546805.1
RHZ26514.1,-,PTHR12848.orig.30.pir,-,2.2e-11,42.5,1.7,3.2e-11,41.9,1.7,GCA_003546805.1
RHY80234.1,-,PTHR12848.orig.30.pir,-,3.5e-11,41.8,0.1,8.7e-10,37.2,0.0,GCA_003546805.1
RHZ16721.1,-,PTHR12848.orig.30.pir,-,5.2e-11,41.2,0.1,1.4e-08,33.2,0.0,GCA_003546805.1
RHZ06087.1,-,PTHR12848.orig.30.pir,-,5.7e-11,41.1,0.0,1.1e-10,40.2,0.0,GCA_003546805.1
RHY79784.1,-,PTHR12848.orig.30.pir,-,1.1e-10,40.2,1.0,6.2e-06,24.4,0.8,GCA_003546805.1
RHZ13958.1,-,PTHR12848.orig.30.pir,-,1.8e-10,39.5,0.7,2e-09,36.0,0.7,GCA_003546805.1
RHZ00188.1,-,PTHR12848.orig.30.pir,-,2e-10,39.3,0.7,0.00013,20.0,0.0,GCA_003546805.1
RHZ23870.1,-,PTHR12848.orig.30.pir,-,2.1e-10,39.2,0.1,2.8e-10,38.8,0.1,GCA_003546805.1
RHZ15194.1,-,PTHR12848.orig.30.pir,-,2.3e-10,39.1,0.0,2.5e-10,39.0,0.0,GCA_003546805.1
RHZ25031.1,-,PTHR12848.orig.30.pir,-,3.9e-10,38.3,0.9,2.1e-09,35.9,0.9,GCA_003546805.1
RHZ01522.1,-,PTHR12848.orig.30.pir,-,8.1e-10,37.3,1.9,2.3e-09,35.7,1.9,GCA_003546805.1
RHZ26513.1,-,PTHR12848.orig.30.pir,-,8.3e-10,37.2,0.1,1.4e-09,36.5,0.1,GCA_003546805.1
RHZ33384.1,-,PTHR12848.orig.30.pir,-,9.1e-10,37.1,0.1,0.0001,20.3,0.0,GCA_003546805.1
RHY98312.1,-,PTHR12848.orig.30.pir,-,1.1e-09,36.8,0.0,3.6e-09,35.1,0.0,GCA_003546805.1
RHZ27357.1,-,PTHR12848.orig.30.pir,-,2e-09,36.0,1.8,2.9e-09,35.5,1.8,GCA_003546805.1
RHZ05693.1,-,PTHR12848.orig.30.pir,-,3.6e-09,35.1,0.0,5.3e-09,34.6,0.0,GCA_003546805.1
RHZ17456.1,-,PTHR12848.orig.30.pir,-,5.1e-09,34.6,0.0,0.0012,16.8,0.0,GCA_003546805.1
RHY90901.1,-,PTHR12848.orig.30.pir,-,5.4e-09,34.6,4.3,2.2e-07,29.2,4.1,GCA_003546805.1
RHZ15211.1,-,PTHR12848.orig.30.pir,-,6e-09,34.4,0.7,0.00013,20.0,0.1,GCA_003546805.1
RHZ33020.1,-,PTHR12848.orig.30.pir,-,7.2e-09,34.1,0.0,1.1e-08,33.5,0.0,GCA_003546805.1
RHZ10606.1,-,PTHR12848.orig.30.pir,-,8.8e-09,33.8,1.4,5.4e-08,31.2,0.4,GCA_003546805.1
RHZ18838.1,-,PTHR12848.orig.30.pir,-,9.3e-09,33.8,5.3,1.4e-08,33.1,5.3,GCA_003546805.1
RHY79699.1,-,PTHR12848.orig.30.pir,-,1.8e-08,32.8,0.1,2.1e-08,32.6,0.1,GCA_003546805.1
RHZ21847.1,-,PTHR12848.orig.30.pir,-,2.2e-08,32.5,0.0,8.9e-08,30.5,0.0,GCA_003546805.1
RHZ38706.1,-,PTHR12848.orig.30.pir,-,3.4e-08,31.9,5.3,7.5e-07,27.4,5.5,GCA_003546805.1
RHZ01405.1,-,PTHR12848.orig.30.pir,-,7e-08,30.9,0.4,1.4e-07,29.8,0.5,GCA_003546805.1
RHZ05214.1,-,PTHR12848.orig.30.pir,-,8.2e-08,30.6,6.5,5.6e-06,24.6,1.5,GCA_003546805.1
RHZ19119.1,-,PTHR12848.orig.30.pir,-,1.6e-07,29.7,0.1,2.4e-07,29.1,0.1,GCA_003546805.1
RHZ37086.1,-,PTHR12848.orig.30.pir,-,1.7e-07,29.6,0.0,2.2e-07,29.2,0.0,GCA_003546805.1
RHZ27290.1,-,PTHR12848.orig.30.pir,-,4.1e-07,28.3,0.2,1.2e-06,26.8,0.2,GCA_003546805.1
RHZ15444.1,-,PTHR12848.orig.30.pir,-,4.2e-07,28.3,0.0,0.00036,18.6,0.0,GCA_003546805.1
RHZ39054.1,-,PTHR12848.orig.30.pir,-,6.4e-07,27.7,0.6,6.7e-07,27.6,0.6,GCA_003546805.1
RHZ00053.1,-,PTHR12848.orig.30.pir,-,9.6e-07,27.1,0.0,2e-06,26.0,0.0,GCA_003546805.1
RHZ17142.1,-,PTHR12848.orig.30.pir,-,1.1e-06,26.9,0.9,1.3e-06,26.6,0.9,GCA_003546805.1
RHY79771.1,-,PTHR12848.orig.30.pir,-,1.3e-06,26.7,0.2,0.002,16.1,0.0,GCA_003546805.1
RHY97045.1,-,PTHR12848.orig.30.pir,-,1.3e-06,26.6,0.1,0.014,13.3,0.0,GCA_003546805.1
RHY79772.1,-,PTHR12848.orig.30.pir,-,1.6e-06,26.3,0.1,2.3e-06,25.8,0.1,GCA_003546805.1
RHY81925.1,-,PTHR12848.orig.30.pir,-,2.3e-06,25.8,0.4,0.0001,20.4,0.4,GCA_003546805.1
RHY80140.1,-,PTHR12848.orig.30.pir,-,2.4e-06,25.8,0.0,7.6e-06,24.1,0.0,GCA_003546805.1
RHZ13557.1,-,PTHR12848.orig.30.pir,-,2.5e-06,25.7,0.0,3.5e-06,25.2,0.0,GCA_003546805.1
RHZ01654.1,-,PTHR12848.orig.30.pir,-,3e-06,25.4,0.8,6.8e-05,21.0,0.5,GCA_003546805.1
RHY95682.1,-,PTHR12848.orig.30.pir,-,4.3e-06,24.9,0.4,0.008,14.1,0.0,GCA_003546805.1
RHZ13080.1,-,PTHR12848.orig.30.pir,-,7.1e-06,24.2,0.0,2.7e-05,22.3,0.0,GCA_003546805.1
RHZ22697.1,-,PTHR12848.orig.30.pir,-,7.9e-06,24.1,4.0,2e-05,22.7,4.0,GCA_003546805.1
RHZ06832.1,-,PTHR12848.orig.30.pir,-,8.6e-06,23.9,1.5,7.7e-05,20.8,2.2,GCA_003546805.1
RHZ19495.1,-,PTHR12848.orig.30.pir,-,9.3e-06,23.8,0.3,3.3e-05,22.0,0.1,GCA_003546805.1
RHY95962.1,-,PTHR12848.orig.30.pir,-,1e-05,23.7,0.0,1.2e-05,23.4,0.0,GCA_003546805.1
RHZ40540.1,-,PTHR12848.orig.30.pir,-,1.1e-05,23.6,0.0,1.1e-05,23.6,0.0,GCA_003546805.1
RHZ24642.1,-,PTHR12848.orig.30.pir,-,1.5e-05,23.1,0.1,2.7e-05,22.3,0.1,GCA_003546805.1
RHZ38697.1,-,PTHR12848.orig.30.pir,-,1.6e-05,23.1,0.0,1.8e-05,22.9,0.0,GCA_003546805.1
RHY81863.1,-,PTHR12848.orig.30.pir,-,1.9e-05,22.8,0.4,2.4e-05,22.4,0.4,GCA_003546805.1
RHZ29966.1,-,PTHR12848.orig.30.pir,-,2.4e-05,22.5,0.3,3.9e-05,21.8,0.3,GCA_003546805.1
RHZ41899.1,-,PTHR12848.orig.30.pir,-,2.5e-05,22.4,0.0,9.6e-05,20.5,0.0,GCA_003546805.1
RHZ08764.1,-,PTHR12848.orig.30.pir,-,3.2e-05,22.1,0.3,3.8e-05,21.8,0.3,GCA_003546805.1
RHY94696.1,-,PTHR12848.orig.30.pir,-,4.3e-05,21.6,0.9,0.00019,19.5,0.7,GCA_003546805.1
RHZ08072.1,-,PTHR12848.orig.30.pir,-,4.9e-05,21.4,0.0,0.097,10.5,0.0,GCA_003546805.1
RHY81113.1,-,PTHR12848.orig.30.pir,-,7.1e-05,20.9,0.1,0.00013,20.0,0.0,GCA_003546805.1
RHZ16516.1,-,PTHR12848.orig.30.pir,-,8.4e-05,20.7,5.3,0.0045,14.9,0.4,GCA_003546805.1
RHZ02659.1,-,PTHR12848.orig.30.pir,-,9.9e-05,20.4,0.0,0.00012,20.1,0.0,GCA_003546805.1
RHZ16999.1,-,PTHR12848.orig.30.pir,-,0.0001,20.4,23.2,0.13,10.1,3.4,GCA_003546805.1
RHZ33314.1,-,PTHR12848.orig.30.pir,-,0.00015,19.8,0.2,0.00017,19.7,0.2,GCA_003546805.1
RHY81898.1,-,PTHR12848.orig.30.pir,-,0.00025,19.1,0.2,0.039,11.8,0.2,GCA_003546805.1
RHY87319.1,-,PTHR12848.orig.30.pir,-,0.00027,19.0,0.1,0.00051,18.1,0.1,GCA_003546805.1
RHY89797.1,-,PTHR12848.orig.30.pir,-,0.00029,18.9,1.1,0.00049,18.1,1.1,GCA_003546805.1
RHZ22145.1,-,PTHR12848.orig.30.pir,-,0.00029,18.9,0.0,0.0013,16.8,0.0,GCA_003546805.1
RHZ32535.1,-,PTHR12848.orig.30.pir,-,0.00037,18.5,0.0,0.00041,18.4,0.0,GCA_003546805.1
RHZ09894.1,-,PTHR12848.orig.30.pir,-,0.00041,18.4,0.7,0.00041,18.4,0.7,GCA_003546805.1
RHZ05705.1,-,PTHR12848.orig.30.pir,-,0.00048,18.2,0.0,0.22,9.4,0.0,GCA_003546805.1
RHY98222.1,-,PTHR12848.orig.30.pir,-,0.00049,18.1,0.1,0.0005,18.1,0.1,GCA_003546805.1
RHZ11831.1,-,PTHR12848.orig.30.pir,-,0.00052,18.0,0.0,0.00072,17.6,0.0,GCA_003546805.1
RHZ25248.1,-,PTHR12848.orig.30.pir,-,0.0006,17.8,0.0,0.0015,16.5,0.0,GCA_003546805.1
RHZ10140.1,-,PTHR12848.orig.30.pir,-,0.00066,17.7,5.8,0.064,11.1,0.8,GCA_003546805.1
RHZ12909.1,-,PTHR12848.orig.30.pir,-,0.00094,17.2,0.0,0.0016,16.4,0.0,GCA_003546805.1
RHZ22268.1,-,PTHR12848.orig.30.pir,-,0.00096,17.2,14.8,0.043,11.7,0.1,GCA_003546805.1
RHZ12032.1,-,PTHR12848.orig.30.pir,-,0.00097,17.1,0.0,0.0021,16.0,0.0,GCA_003546805.1
RHY96601.1,-,PTHR12848.orig.30.pir,-,0.00099,17.1,0.5,0.00099,17.1,0.5,GCA_003546805.1
RHZ11749.1,-,PTHR12848.orig.30.pir,-,0.0011,16.9,0.6,0.0053,14.7,0.0,GCA_003546805.1
RHZ29959.1,-,PTHR12848.orig.30.pir,-,0.0012,16.9,0.8,0.0014,16.6,0.4,GCA_003546805.1
RHZ41588.1,-,PTHR12848.orig.30.pir,-,0.0017,16.4,0.0,0.0038,15.2,0.0,GCA_003546805.1
RHZ10520.1,-,PTHR12848.orig.30.pir,-,0.0017,16.3,0.0,0.0057,14.6,0.0,GCA_003546805.1
RHZ01524.1,-,PTHR12848.orig.30.pir,-,0.0021,16.0,0.0,3.6,5.3,0.0,GCA_003546805.1
RHZ00690.1,-,PTHR12848.orig.30.pir,-,0.0024,15.8,0.6,0.0045,14.9,0.0,GCA_003546805.1
RHZ17861.1,-,PTHR12848.orig.30.pir,-,0.0026,15.7,0.2,0.0026,15.7,0.2,GCA_003546805.1
RHZ37845.1,-,PTHR12848.orig.30.pir,-,0.0028,15.6,0.3,0.005,14.8,0.0,GCA_003546805.1
RHZ08452.1,-,PTHR12848.orig.30.pir,-,0.0028,15.6,0.3,0.016,13.1,0.3,GCA_003546805.1
RHZ00167.1,-,PTHR12848.orig.30.pir,-,0.0028,15.6,0.0,0.014,13.3,0.0,GCA_003546805.1
RHZ38534.1,-,PTHR12848.orig.30.pir,-,0.0033,15.4,0.0,0.18,9.6,0.0,GCA_003546805.1
RHY99794.1,-,PTHR12848.orig.30.pir,-,0.005,14.8,0.1,0.0051,14.8,0.1,GCA_003546805.1
RHZ11745.1,-,PTHR12848.orig.30.pir,-,0.005,14.8,0.3,0.16,9.8,0.0,GCA_003546805.1
RHZ14192.1,-,PTHR12848.orig.30.pir,-,0.0051,14.7,0.1,0.0074,14.2,0.1,GCA_003546805.1
RHZ23538.1,-,PTHR12848.orig.30.pir,-,0.0057,14.6,0.1,0.012,13.5,0.0,GCA_003546805.1
RHZ17558.1,-,PTHR12848.orig.30.pir,-,0.0067,14.4,0.7,0.0074,14.2,0.7,GCA_003546805.1
RHZ01919.1,-,PTHR12848.orig.30.pir,-,0.0069,14.3,1.1,0.0095,13.9,1.1,GCA_003546805.1
RHY80645.1,-,PTHR12848.orig.30.pir,-,0.007,14.3,0.7,0.009,13.9,0.7,GCA_003546805.1
RHZ05893.1,-,PTHR12848.orig.30.pir,-,0.011,13.7,0.0,0.013,13.4,0.0,GCA_003546805.1
RHZ41002.1,-,PTHR12848.orig.30.pir,-,0.011,13.7,4.7,0.016,13.1,4.7,GCA_003546805.1
RHY82222.1,-,PTHR12848.orig.30.pir,-,0.015,13.2,0.0,0.018,12.9,0.0,GCA_003546805.1
RHZ32415.1,-,PTHR12848.orig.30.pir,-,0.015,13.2,0.1,0.041,11.8,0.1,GCA_003546805.1
RHY93021.1,-,PTHR12848.orig.30.pir,-,0.019,12.8,0.0,0.019,12.8,0.0,GCA_003546805.1
RHZ03441.1,-,PTHR12848.orig.30.pir,-,0.023,12.6,0.1,0.044,11.6,0.1,GCA_003546805.1
RHZ41356.1,-,PTHR12848.orig.30.pir,-,0.03,12.2,0.0,0.036,11.9,0.0,GCA_003546805.1
RHZ34275.1,-,PTHR12848.orig.30.pir,-,0.033,12.1,0.0,0.051,11.4,0.0,GCA_003546805.1
RHY82089.1,-,PTHR12848.orig.30.pir,-,0.043,11.7,0.0,0.073,10.9,0.0,GCA_003546805.1
RHZ17031.1,-,PTHR12848.orig.30.pir,-,0.053,11.4,0.0,0.16,9.8,0.0,GCA_003546805.1
RHZ09307.1,-,PTHR12848.orig.30.pir,-,0.07,11.0,0.9,0.1,10.5,0.6,GCA_003546805.1
RHZ27835.1,-,PTHR12848.orig.30.pir,-,0.072,10.9,0.4,0.084,10.7,0.4,GCA_003546805.1
RHZ19216.1,-,PTHR12848.orig.30.pir,-,0.096,10.5,0.0,0.22,9.3,0.0,GCA_003546805.1
RHY86049.1,-,PTHR12848.orig.30.pir,-,0.097,10.5,0.0,0.11,10.4,0.0,GCA_003546805.1
RHZ19172.1,-,PTHR12848.orig.30.pir,-,0.13,10.1,11.8,0.049,11.5,1.2,GCA_003546805.1
RHZ04779.1,-,PTHR12848.orig.30.pir,-,0.16,9.8,2.3,6.4,4.5,2.3,GCA_003546805.1
RHY86763.1,-,PTHR12848.orig.30.pir,-,0.25,9.2,17.7,1.6,6.5,17.6,GCA_003546805.1
RHY89640.1,-,PTHR12848.orig.30.pir,-,1.9,6.2,11.3,2.2,6.0,11.3,GCA_003546805.1
RHZ04611.1,-,PTHR12848.orig.30.pir,-,0,1091.7,12.6,5.6e-258,859.1,12.7,GCA_003546825.1
RHZ15274.1,-,PTHR12848.orig.30.pir,-,4e-21,74.5,1.7,8.5e-05,20.4,3.1,GCA_003546825.1
RHZ24142.1,-,PTHR12848.orig.30.pir,-,6.9e-21,73.7,10.9,1.3e-09,36.3,0.1,GCA_003546825.1
RHZ03591.1,-,PTHR12848.orig.30.pir,-,7.1e-20,70.3,1.3,7.3e-09,33.8,0.2,GCA_003546825.1
RHZ21426.1,-,PTHR12848.orig.30.pir,-,1.9e-18,65.6,5.5,6.3e-09,34.1,0.0,GCA_003546825.1
RHZ29053.1,-,PTHR12848.orig.30.pir,-,2.7e-17,61.8,0.8,8.9e-12,43.5,0.1,GCA_003546825.1
RHZ03300.1,-,PTHR12848.orig.30.pir,-,1.3e-16,59.6,1.2,2.1e-11,42.3,0.0,GCA_003546825.1
RHZ20621.1,-,PTHR12848.orig.30.pir,-,4.5e-16,57.7,0.3,1.1e-11,43.2,0.0,GCA_003546825.1
RHZ06003.1,-,PTHR12848.orig.30.pir,-,5.7e-16,57.4,0.1,6.9e-08,30.6,0.0,GCA_003546825.1
RHZ07826.1,-,PTHR12848.orig.30.pir,-,1e-15,56.6,6.7,2e-09,35.7,0.1,GCA_003546825.1
RHZ31612.1,-,PTHR12848.orig.30.pir,-,1.6e-15,55.9,1.8,1.2e-08,33.1,0.3,GCA_003546825.1
RHZ20171.1,-,PTHR12848.orig.30.pir,-,2.2e-15,55.5,1.5,2.9e-15,55.1,1.5,GCA_003546825.1
RHZ21936.1,-,PTHR12848.orig.30.pir,-,3.6e-15,54.8,6.8,1.3e-09,36.4,0.3,GCA_003546825.1
RHZ28690.1,-,PTHR12848.orig.30.pir,-,5.9e-15,54.0,0.5,3.2e-06,25.1,0.0,GCA_003546825.1
RHZ18162.1,-,PTHR12848.orig.30.pir,-,6.9e-15,53.8,2.1,9.8e-15,53.3,2.1,GCA_003546825.1
