tar,tar_acc,query,hmm_acc,full_e,full_score,full_bias,dom_e,dom_score,dom_bias,acc
RPB19426.1,-,TCO89,PF10452.14,1.2e-11,43.9,0.1,1.7e-11,43.5,0.1,GCA_003788615.2
RPB16885.1,-,TCO89,PF10452.14,2.5e-16,59.3,1.6,2.5e-16,59.3,1.6,GCA_003790465.1
RPB10912.1,-,TCO89,PF10452.14,0.007,15.0,0.7,0.0087,14.7,0.7,GCA_003790465.1
ROW03567.1,-,TCO89,PF10452.14,2.3e-06,26.2,5.8,0.023,13.0,0.0,GCA_003795275.1
QPG94546.1,-,TCO89,PF10452.14,0.00029,18.8,0.1,0.0078,14.1,0.0,GCA_003814445.1
RSL43851.1,-,TCO89,PF10452.14,0.0016,17.6,20.0,0.027,13.5,0.1,GCA_003946985.1
RSM05924.1,-,TCO89,PF10452.14,0.014,14.6,17.9,0.028,13.6,0.1,GCA_003946995.1
RSL77546.1,-,TCO89,PF10452.14,0.00089,18.4,19.5,0.027,13.5,0.1,GCA_003947005.1
RSL43800.1,-,TCO89,PF10452.14,0.0013,17.8,20.5,0.024,13.6,0.1,GCA_003947015.1
RSM06643.1,-,TCO89,PF10452.14,0.0022,17.2,21.0,0.029,13.5,0.1,GCA_003947045.1
RTE73169.1,-,TCO89,PF10452.14,0.002,17.3,21.4,0.03,13.5,0.2,GCA_003957675.1
RUS13892.1,-,TCO89,PF10452.14,9.3e-07,27.5,5.4,9.3e-07,27.5,5.4,GCA_003990785.1
RVD88606.1,-,TCO89,PF10452.14,3.7e-06,25.6,8.9,5.2e-05,21.8,0.1,GCA_004000055.1
UPX20476.1,-,TCO89,PF10452.14,0.0013,17.4,0.0,0.0038,15.9,0.0,GCA_004011695.2
KAF9697822.1,-,TCO89,PF10452.14,2.6e-05,23.0,1.3,2.6e-05,23.0,1.3,GCA_004011705.1
RWA09984.1,-,TCO89,PF10452.14,2.2e-08,33.2,2.0,2.2e-08,33.2,2.0,GCA_004014815.1
RWQ99784.1,-,TCO89,PF10452.14,0.00069,18.0,10.6,0.042,12.1,0.2,GCA_004022145.1
RXG43273.1,-,TCO89,PF10452.14,0.0031,15.8,0.0,0.0031,15.8,0.0,GCA_004109745.1
RXG44550.1,-,TCO89,PF10452.14,0.35,9.1,10.0,0.078,11.3,6.6,GCA_004109745.1
TPX25933.1,-,TCO89,PF10452.14,6.5e-07,27.7,14.9,0.00033,18.8,0.1,GCA_004115165.2
RYN66920.1,-,TCO89,PF10452.14,2.7e-08,33.0,4.9,2.7e-08,33.0,4.9,GCA_004154735.1
RYN24817.1,-,TCO89,PF10452.14,3e-08,32.8,4.6,3e-08,32.8,4.6,GCA_004154745.1
RYN78510.1,-,TCO89,PF10452.14,4.2e-08,32.4,4.9,4.2e-08,32.4,4.9,GCA_004154755.1
RYN90454.1,-,TCO89,PF10452.14,3.4e-08,32.6,4.7,3.4e-08,32.6,4.7,GCA_004154765.1
RYO35987.1,-,TCO89,PF10452.14,8.9e-08,31.3,5.3,8.9e-08,31.3,5.3,GCA_004154815.1
RYO39197.1,-,TCO89,PF10452.14,4.2e-08,32.3,5.0,4.2e-08,32.3,5.0,GCA_004154835.1
RYO17697.1,-,TCO89,PF10452.14,4.2e-08,32.4,4.9,4.2e-08,32.4,4.9,GCA_004154845.1
RYO74315.1,-,TCO89,PF10452.14,2.6e-05,22.9,0.0,0.0012,17.3,0.0,GCA_004154925.1
RYP36026.1,-,TCO89,PF10452.14,2.6e-05,22.9,0.0,0.0012,17.3,0.0,GCA_004154975.1
RYP75838.1,-,TCO89,PF10452.14,3.7e-05,22.6,0.0,0.0018,17.0,0.0,GCA_004155035.1
RYO80592.1,-,TCO89,PF10452.14,2.8e-05,22.9,0.0,0.0013,17.3,0.0,GCA_004155895.1
RYP82151.1,-,TCO89,PF10452.14,2.6e-06,26.4,3.2,2.6e-06,26.4,3.2,GCA_004155915.1
RYP15169.1,-,TCO89,PF10452.14,2.3e-05,23.2,0.0,0.0011,17.6,0.0,GCA_004155935.1
RYN43949.1,-,TCO89,PF10452.14,4.2e-08,32.3,5.0,4.2e-08,32.3,5.0,GCA_004155955.1
RYN32698.1,-,TCO89,PF10452.14,3.8e-08,32.5,4.8,3.8e-08,32.5,4.8,GCA_004156015.1
KAB2109595.1,-,TCO89,PF10452.14,8.5e-08,31.4,3.9,8.5e-08,31.4,3.9,GCA_004156025.2
RYO66792.1,-,TCO89,PF10452.14,5.1e-08,32.2,5.1,5.1e-08,32.2,5.1,GCA_004156035.1
RYO06303.1,-,TCO89,PF10452.14,4.2e-08,32.4,4.9,4.2e-08,32.4,4.9,GCA_004168565.1
QBM85798.1,-,TCO89,PF10452.14,2.8e-13,48.3,31.6,2.2e-08,32.2,0.6,GCA_004217705.1
TFB07279.1,-,TCO89,PF10452.14,0.00063,18.3,2.8,0.01,14.3,0.1,GCA_004382785.1
TGJ73828.1,-,TCO89,PF10452.14,4.6e-06,25.6,9.6,5.3e-05,22.1,0.0,GCA_004768765.1
TGJ87061.1,-,TCO89,PF10452.14,0.12,10.8,0.0,0.18,10.3,0.0,GCA_004768795.1
TGZ85320.1,-,TCO89,PF10452.14,5.4e-16,58.0,0.0,5.4e-16,58.0,0.0,GCA_004786065.1
TGO08901.1,-,TCO89,PF10452.14,0.0005,18.9,0.1,0.0005,18.9,0.1,GCA_004786125.1
TGO71845.1,-,TCO89,PF10452.14,0.00054,18.8,0.0,0.00054,18.8,0.0,GCA_004786205.1
TGO51913.1,-,TCO89,PF10452.14,0.00057,18.6,0.1,0.00057,18.6,0.1,GCA_004786225.1
TGO53837.1,-,TCO89,PF10452.14,0.0018,17.0,1.8,0.0018,17.0,1.8,GCA_004786275.1
THC94617.1,-,TCO89,PF10452.14,0.00023,20.1,3.7,0.058,12.2,0.0,GCA_004798825.1
THV68157.1,-,TCO89,PF10452.14,8.4e-11,41.0,0.2,8.4e-11,41.0,0.2,GCA_004917105.1
THW26977.1,-,TCO89,PF10452.14,7.7e-11,41.0,0.1,7.7e-11,41.0,0.1,GCA_004917115.1
THW17832.1,-,TCO89,PF10452.14,8.7e-11,40.9,0.1,8.7e-11,40.9,0.1,GCA_004917135.1
THV86031.1,-,TCO89,PF10452.14,8.6e-11,40.9,0.1,8.6e-11,40.9,0.1,GCA_004917145.1
THV94624.1,-,TCO89,PF10452.14,8.5e-11,40.9,0.1,8.5e-11,40.9,0.1,GCA_004917155.1
THW20742.1,-,TCO89,PF10452.14,8.5e-11,40.9,0.1,8.5e-11,40.9,0.1,GCA_004917165.1
THW45787.1,-,TCO89,PF10452.14,8.7e-11,40.9,0.1,8.7e-11,40.9,0.1,GCA_004917185.1
THW56972.1,-,TCO89,PF10452.14,8.4e-11,40.9,0.1,8.4e-11,40.9,0.1,GCA_004917205.1
THW03887.1,-,TCO89,PF10452.14,1.9e-10,39.8,0.1,1.9e-10,39.8,0.1,GCA_004917225.1
THW51189.1,-,TCO89,PF10452.14,8.5e-11,41.0,0.1,8.5e-11,41.0,0.1,GCA_004917255.1
THW73843.1,-,TCO89,PF10452.14,8.4e-11,41.0,0.2,8.4e-11,41.0,0.2,GCA_004917275.1
THW89734.1,-,TCO89,PF10452.14,8.4e-11,41.0,0.1,8.4e-11,41.0,0.1,GCA_004917305.1
THW96507.1,-,TCO89,PF10452.14,8.5e-11,40.9,0.1,8.5e-11,40.9,0.1,GCA_004917335.1
THX10000.1,-,TCO89,PF10452.14,8.5e-11,40.9,0.2,8.5e-11,40.9,0.2,GCA_004917355.1
THX27627.1,-,TCO89,PF10452.14,2e-10,39.8,0.1,2e-10,39.8,0.1,GCA_004917375.1
THX29387.1,-,TCO89,PF10452.14,8.3e-11,41.0,0.1,8.3e-11,41.0,0.1,GCA_004917385.1
THX58893.1,-,TCO89,PF10452.14,2e-10,39.8,0.1,2e-10,39.8,0.1,GCA_004917415.1
THX87845.1,-,TCO89,PF10452.14,8.4e-11,40.9,0.1,8.4e-11,40.9,0.1,GCA_004917425.1
THX78618.1,-,TCO89,PF10452.14,0.03,12.7,0.0,0.037,12.4,0.0,GCA_004917425.1
THX81100.1,-,TCO89,PF10452.14,8.6e-11,41.0,0.1,8.6e-11,41.0,0.1,GCA_004917435.1
THY02474.1,-,TCO89,PF10452.14,2e-10,39.8,0.1,2e-10,39.8,0.1,GCA_004917445.1
THY26847.1,-,TCO89,PF10452.14,8.4e-11,40.9,0.1,8.4e-11,40.9,0.1,GCA_004917485.1
THY16826.1,-,TCO89,PF10452.14,8.3e-11,41.0,0.2,8.3e-11,41.0,0.2,GCA_004917495.1
THY42835.1,-,TCO89,PF10452.14,8.5e-11,40.9,0.1,8.5e-11,40.9,0.1,GCA_004917505.1
THY46424.1,-,TCO89,PF10452.14,8.6e-11,41.0,0.1,8.6e-11,41.0,0.1,GCA_004917525.1
THY71650.1,-,TCO89,PF10452.14,8.7e-11,40.9,0.1,8.7e-11,40.9,0.1,GCA_004917555.1
THX04580.1,-,TCO89,PF10452.14,8.6e-11,40.9,0.1,8.6e-11,40.9,0.1,GCA_004917595.1
THX34384.1,-,TCO89,PF10452.14,2e-10,39.8,0.1,2e-10,39.8,0.1,GCA_004917605.1
THX58103.1,-,TCO89,PF10452.14,8.4e-11,40.9,0.1,8.4e-11,40.9,0.1,GCA_004917615.1
THX54849.1,-,TCO89,PF10452.14,0.03,12.7,0.0,0.037,12.4,0.0,GCA_004917615.1
THY12743.1,-,TCO89,PF10452.14,8.4e-11,41.0,0.1,8.4e-11,41.0,0.1,GCA_004917625.1
THY47512.1,-,TCO89,PF10452.14,8.4e-11,41.0,0.1,8.4e-11,41.0,0.1,GCA_004917665.1
THY86574.1,-,TCO89,PF10452.14,8.5e-11,40.9,0.1,8.5e-11,40.9,0.1,GCA_004917685.1
THY88089.1,-,TCO89,PF10452.14,8.6e-11,40.9,0.2,8.6e-11,40.9,0.2,GCA_004917705.1
THY82256.1,-,TCO89,PF10452.14,0.017,13.5,0.3,0.027,12.9,0.3,GCA_004917705.1
THZ23222.1,-,TCO89,PF10452.14,8e-11,41.0,0.1,8e-11,41.0,0.1,GCA_004917725.1
THZ49007.1,-,TCO89,PF10452.14,6.2e-11,41.4,0.2,6.2e-11,41.4,0.2,GCA_004917745.1
THZ22227.1,-,TCO89,PF10452.14,7.3e-11,41.2,0.2,7.3e-11,41.2,0.2,GCA_004917755.1
THY88442.1,-,TCO89,PF10452.14,8.4e-11,41.0,0.2,8.4e-11,41.0,0.2,GCA_004917795.1
THZ43671.1,-,TCO89,PF10452.14,8.7e-11,40.9,0.1,8.7e-11,40.9,0.1,GCA_004917815.1
TIA34500.1,-,TCO89,PF10452.14,8.9e-11,40.9,0.1,8.9e-11,40.9,0.1,GCA_004917825.1
THZ70077.1,-,TCO89,PF10452.14,1.9e-10,39.8,0.1,1.9e-10,39.8,0.1,GCA_004918105.1
THZ83820.1,-,TCO89,PF10452.14,8.3e-11,41.0,0.1,8.3e-11,41.0,0.1,GCA_004918115.1
THZ95984.1,-,TCO89,PF10452.14,8.5e-11,40.9,0.1,8.5e-11,40.9,0.1,GCA_004918145.1
TIA20163.1,-,TCO89,PF10452.14,8.5e-11,41.0,0.2,8.5e-11,41.0,0.2,GCA_004918165.1
TIA59479.1,-,TCO89,PF10452.14,2e-10,39.8,0.1,2e-10,39.8,0.1,GCA_004918195.1
THZ57446.1,-,TCO89,PF10452.14,8.4e-11,40.9,0.1,8.4e-11,40.9,0.1,GCA_004918215.1
TIA10042.1,-,TCO89,PF10452.14,8.5e-11,40.9,0.1,8.5e-11,40.9,0.1,GCA_004918245.1
TIA13745.1,-,TCO89,PF10452.14,0.083,11.3,0.0,0.099,11.0,0.0,GCA_004918245.1
THZ61105.1,-,TCO89,PF10452.14,8.5e-11,40.9,0.1,8.5e-11,40.9,0.1,GCA_004918275.1
TIA77159.1,-,TCO89,PF10452.14,8.6e-11,40.9,0.1,8.6e-11,40.9,0.1,GCA_004918505.1
TIA54380.1,-,TCO89,PF10452.14,7.6e-11,40.9,0.1,7.6e-11,40.9,0.1,GCA_004918535.1
TIA29702.1,-,TCO89,PF10452.14,2.6e-11,42.6,0.1,2.6e-11,42.6,0.1,GCA_004918575.1
TID07747.1,-,TCO89,PF10452.14,1.1e-08,34.3,0.7,0.00043,19.1,0.1,GCA_004920355.1
TID12964.1,-,TCO89,PF10452.14,2.1e-17,61.7,55.7,9.3e-17,59.6,55.7,GCA_004931855.1
TKW57789.1,-,TCO89,PF10452.14,2.7e-05,23.0,1.8,0.00094,17.9,0.1,GCA_005350895.1
TKX24782.1,-,TCO89,PF10452.14,1.7e-07,29.9,10.2,4.8e-07,28.4,0.0,GCA_005382405.1
GEQ69736.1,-,TCO89,PF10452.14,3.1e-10,38.4,48.5,2.7e-08,32.0,1.9,GCA_005406065.1
GCE99455.1,-,TCO89,PF10452.14,7.2e-122,406.4,59.5,1.8e-121,405.1,59.5,GCA_005406105.1
KAL7775747.1,-,TCO89,PF10452.14,7.3e-08,31.3,2.0,7.3e-08,31.3,2.0,GCA_006112615.1
TNY23033.1,-,TCO89,PF10452.14,0.00038,18.6,0.3,0.0063,14.6,0.0,GCA_006352295.1
TQB76489.1,-,TCO89,PF10452.14,4.3e-05,21.7,0.0,0.015,13.3,0.0,GCA_006542485.1
TQN74142.1,-,TCO89,PF10452.14,2.6e-05,23.0,1.3,0.00093,17.9,0.1,GCA_006783085.1
TQS36262.1,-,TCO89,PF10452.14,1.4e-05,23.4,20.1,0.00018,19.7,20.1,GCA_006912115.1
TQV97736.1,-,TCO89,PF10452.14,0.0041,15.7,0.1,0.0041,15.7,0.1,GCA_006981985.1
GBL51090.1,-,TCO89,PF10452.14,1.6e-11,42.4,41.9,2.4e-07,28.5,30.8,GCA_007168705.1
GBL48853.1,-,TCO89,PF10452.14,0.015,12.7,1.1,0.021,12.3,1.1,GCA_007168705.1
TRX90871.1,-,TCO89,PF10452.14,1.7e-10,40.1,0.7,1.7e-10,40.1,0.7,GCA_007182795.1
TVY68724.1,-,TCO89,PF10452.14,0.00034,19.1,4.5,0.0045,15.4,3.2,GCA_007825345.1
TWU75995.1,-,TCO89,PF10452.14,0.079,11.1,0.1,0.079,11.1,0.1,GCA_007866325.1
GEM08643.1,-,TCO89,PF10452.14,1.2,6.8,8.5,0.27,9.0,0.9,GCA_007990605.1
GEM10117.1,-,TCO89,PF10452.14,1.4,6.6,10.8,0.035,11.9,0.6,GCA_007990605.1
QEU61421.1,-,TCO89,PF10452.14,1.2e-221,735.9,51.8,1.4e-221,735.6,51.8,GCA_007993695.1
ATY65095.1,-,TCO89,PF10452.14,0.0016,16.8,22.2,0.027,12.7,0.1,GCA_008080495.1
QEL60575.1,-,TCO89,PF10452.14,1.9e-11,42.2,42.3,3e-07,28.3,31.2,GCA_008275145.1
QEL59880.1,-,TCO89,PF10452.14,0.016,12.7,1.1,0.022,12.3,1.1,GCA_008275145.1
KAA1132204.1,-,TCO89,PF10452.14,0.14,12.4,0.0,0.19,11.9,0.0,GCA_008520325.1
KAA8613852.1,-,TCO89,PF10452.14,4.3e-08,32.4,2.8,4.3e-08,32.4,2.8,GCA_008692205.1
KAA8572366.1,-,TCO89,PF10452.14,0.03,13.1,8.7,0.034,13.0,8.7,GCA_008692225.1
KAA8572365.1,-,TCO89,PF10452.14,0.031,13.1,8.2,0.033,13.0,8.2,GCA_008692225.1
KAF3068494.1,-,TCO89,PF10452.14,8.1e-07,27.7,24.0,6.3e-06,24.8,0.0,GCA_008694065.1
KAA8909644.1,-,TCO89,PF10452.14,2.7e-13,49.4,2.0,2.7e-13,49.4,2.0,GCA_008704415.1
KAA8906744.1,-,TCO89,PF10452.14,5.3e-16,57.3,24.6,2.1e-08,32.2,2.7,GCA_008704595.1
KAA8909902.1,-,TCO89,PF10452.14,5.9e-12,44.2,12.7,5.9e-12,44.2,12.7,GCA_008704605.1
KAB2569226.1,-,TCO89,PF10452.14,4.6e-07,28.9,3.8,4.6e-07,28.9,3.8,GCA_008931885.1
KAB2576586.1,-,TCO89,PF10452.14,0.01,14.6,0.0,0.013,14.2,0.0,GCA_008931885.1
GES67722.1,-,TCO89,PF10452.14,1.6e-117,392.3,64.5,3.2e-117,391.3,64.5,GCA_009014655.1
KAE8140024.1,-,TCO89,PF10452.14,0.088,11.5,0.0,0.1,11.4,0.0,GCA_009193445.1
KAB8285597.1,-,TCO89,PF10452.14,4.5e-10,37.9,0.2,4.5e-10,37.9,0.2,GCA_009194645.1
KAB5583042.1,-,TCO89,PF10452.14,0.0023,17.7,23.3,0.072,12.7,23.3,GCA_009194965.1
KAB5566386.1,-,TCO89,PF10452.14,0.54,9.8,24.8,4.6,6.8,24.8,GCA_009194965.1
KAB8293871.1,-,TCO89,PF10452.14,0.00056,18.7,0.1,0.00056,18.7,0.1,GCA_009299455.1
KAE8175315.1,-,TCO89,PF10452.14,4.5e-10,37.9,0.2,4.5e-10,37.9,0.2,GCA_009372015.1
QFZ29310.1,-,TCO89,PF10452.14,1.8e-10,39.0,37.0,3.2e-08,31.6,1.5,GCA_009498055.1
QFZ34973.1,-,TCO89,PF10452.14,1.8e-10,39.0,37.0,3.2e-08,31.6,1.5,GCA_009498075.1
QFZ40658.1,-,TCO89,PF10452.14,1.8e-10,39.0,37.0,3.2e-08,31.6,1.5,GCA_009498095.1
QFZ46338.1,-,TCO89,PF10452.14,1.8e-10,39.0,37.0,3.2e-08,31.6,1.5,GCA_009498115.1
QFZ52000.1,-,TCO89,PF10452.14,1.8e-10,39.0,37.0,3.2e-08,31.6,1.5,GCA_009498135.1
KAE8453397.1,-,TCO89,PF10452.14,0.052,12.4,32.7,0.056,12.3,0.0,GCA_009613015.1
KAE8823925.1,-,TCO89,PF10452.14,8.5e-07,27.8,1.4,5.2e-05,21.9,0.2,GCA_009728635.1
KAE8825105.1,-,TCO89,PF10452.14,7.3e-08,31.3,2.0,7.3e-08,31.3,2.0,GCA_009728645.1
KAE8857636.1,-,TCO89,PF10452.14,7.3e-08,31.3,2.0,7.3e-08,31.3,2.0,GCA_009728655.1
KAE8854974.1,-,TCO89,PF10452.14,7.2e-08,31.3,2.0,7.2e-08,31.3,2.0,GCA_009728665.1
KAE8827130.1,-,TCO89,PF10452.14,7.3e-08,31.3,2.0,7.3e-08,31.3,2.0,GCA_009728675.1
KAE9380616.1,-,TCO89,PF10452.14,4.4e-07,29.6,33.1,0.013,14.8,33.0,GCA_009732865.1
KAE9573854.1,-,TCO89,PF10452.14,0.00011,21.6,0.3,0.00011,21.6,0.3,GCA_009771025.1
KAF0267683.1,-,TCO89,PF10452.14,3.3e-22,77.3,71.3,3.3e-22,77.3,71.3,GCA_009805715.1
KAF0273760.1,-,TCO89,PF10452.14,5.9e-24,83.0,71.7,5.9e-24,83.0,71.7,GCA_009805765.1
KAF0275521.1,-,TCO89,PF10452.14,5.2e-22,76.6,71.8,5.2e-22,76.6,71.8,GCA_009805785.1
KAF0321533.1,-,TCO89,PF10452.14,0.00012,21.4,0.4,0.00012,21.4,0.4,GCA_009806415.1
WFD49407.1,-,TCO89,PF10452.14,0.17,9.1,5.6,0.2,8.8,5.6,GCA_009938135.1
KAF1349683.1,-,TCO89,PF10452.14,0.023,13.1,45.4,0.069,11.5,45.3,GCA_009982845.1
KAF1359198.1,-,TCO89,PF10452.14,0.00029,19.6,17.3,0.0051,15.5,0.1,GCA_009982855.1
KAF1813449.1,-,TCO89,PF10452.14,1.8e-10,39.8,3.1,0.00012,20.6,0.0,GCA_010015585.1
KAF1808069.1,-,TCO89,PF10452.14,0.03,12.6,0.0,0.034,12.5,0.0,GCA_010015585.1
KAF1832486.1,-,TCO89,PF10452.14,2.2e-08,33.1,1.9,2.2e-08,33.1,1.9,GCA_010015605.1
KAF1850378.1,-,TCO89,PF10452.14,1.3e-07,30.7,0.3,8.3e-05,21.4,0.0,GCA_010015615.1
KAF1941658.1,-,TCO89,PF10452.14,1.3e-08,34.1,1.6,1.3e-08,34.1,1.6,GCA_010015635.1
KAF1969299.1,-,TCO89,PF10452.14,6.8e-06,25.4,1.8,0.00065,18.9,0.1,GCA_010015655.1
KAF1953719.1,-,TCO89,PF10452.14,0.0002,20.5,19.1,0.03,13.3,0.0,GCA_010015675.1
KAF1981989.1,-,TCO89,PF10452.14,6e-06,25.1,0.8,0.00041,19.1,0.0,GCA_010015705.1
KAF1995346.1,-,TCO89,PF10452.14,1.2e-06,27.8,1.0,0.00047,19.3,0.0,GCA_010015725.1
KAF1992799.1,-,TCO89,PF10452.14,0.072,12.0,0.0,0.074,12.0,0.0,GCA_010015725.1
KAF2009498.1,-,TCO89,PF10452.14,9.5e-07,28.0,3.8,2.4e-05,23.4,0.3,GCA_010015735.1
KAF2025586.1,-,TCO89,PF10452.14,7e-09,35.1,4.2,7e-09,35.1,4.2,GCA_010015745.1
KAF2092257.1,-,TCO89,PF10452.14,1.3e-08,33.6,21.3,4.4e-08,31.8,21.3,GCA_010015785.1
KAF2098352.1,-,TCO89,PF10452.14,0.00042,19.1,0.0,0.00042,19.1,0.0,GCA_010015805.1
KAF2124093.1,-,TCO89,PF10452.14,3.7e-05,22.5,30.0,0.0013,17.4,30.0,GCA_010015815.1
KAF2117432.1,-,TCO89,PF10452.14,2.1e-07,30.5,14.8,0.00016,21.0,0.0,GCA_010015825.1
KAF2438075.1,-,TCO89,PF10452.14,6.1e-06,25.4,2.2,0.00034,19.7,0.3,GCA_010093485.1
KAF2452782.1,-,TCO89,PF10452.14,5.1,5.3,20.9,0.0098,14.3,1.4,GCA_010093515.1
KAF2472451.1,-,TCO89,PF10452.14,0.0083,15.2,0.1,0.0083,15.2,0.1,GCA_010093535.1
KAF2790079.1,-,TCO89,PF10452.14,9.8e-07,28.1,2.1,3.3e-05,23.1,0.1,GCA_010093585.1
KAF2802809.1,-,TCO89,PF10452.14,5.5e-10,38.9,16.2,4.1e-05,22.8,0.0,GCA_010093595.1
KAF2494900.1,-,TCO89,PF10452.14,2.1e-10,40.1,13.1,1.1e-05,24.6,0.0,GCA_010093605.1
KAF2623574.1,-,TCO89,PF10452.14,3.6e-05,22.7,13.9,0.0014,17.4,0.2,GCA_010093625.1
KAF2641031.1,-,TCO89,PF10452.14,2e-05,23.5,0.7,0.0017,17.2,0.0,GCA_010093635.1
KAF2825097.1,-,TCO89,PF10452.14,8.6e-07,28.3,3.5,8.6e-07,28.3,3.5,GCA_010093685.1
KAF2847469.1,-,TCO89,PF10452.14,0.06,12.1,39.1,8.2,5.0,39.1,GCA_010093695.1
KAF2713969.1,-,TCO89,PF10452.14,6.6e-06,25.2,0.9,0.00078,18.3,0.0,GCA_010093715.1
KAF2745334.1,-,TCO89,PF10452.14,2.9e-05,22.7,15.3,0.0042,15.6,0.4,GCA_010093795.1
KAF2732557.1,-,TCO89,PF10452.14,2.5e-09,36.6,3.0,2.5e-09,36.6,3.0,GCA_010093805.1
KAF2738351.1,-,TCO89,PF10452.14,0.099,11.5,0.0,0.14,11.1,0.0,GCA_010093805.1
KAF2760309.1,-,TCO89,PF10452.14,2e-06,26.6,30.2,1.5e-05,23.7,0.1,GCA_010093815.1
KAF2139425.1,-,TCO89,PF10452.14,8.9e-09,34.5,3.7,8.9e-09,34.5,3.7,GCA_010093885.1
KAF2194053.1,-,TCO89,PF10452.14,0.0079,15.7,0.0,0.0079,15.7,0.0,GCA_010093925.1
KAF2193075.1,-,TCO89,PF10452.14,0.031,13.7,0.1,0.031,13.7,0.1,GCA_010093925.1
KAF2198001.1,-,TCO89,PF10452.14,0.0026,16.2,0.0,0.0026,16.2,0.0,GCA_010093945.1
KAF2239742.1,-,TCO89,PF10452.14,0.00013,20.7,0.0,0.011,14.4,0.1,GCA_010094025.1
KAF2250309.1,-,TCO89,PF10452.14,3.1e-07,29.9,7.5,0.0011,18.1,0.0,GCA_010094035.1
KAF2263111.1,-,TCO89,PF10452.14,1.3e-08,34.2,0.5,4e-06,25.9,0.0,GCA_010094045.1
KAF2271548.1,-,TCO89,PF10452.14,5.9e-07,28.3,0.2,0.00014,20.4,0.0,GCA_010094085.1
KAF1911934.1,-,TCO89,PF10452.14,1.5e-05,23.7,0.4,0.0015,17.1,0.0,GCA_010094095.1
KAF1925152.1,-,TCO89,PF10452.14,0.00019,20.3,9.7,0.00021,20.1,0.2,GCA_010094145.1
KAF1729557.1,-,TCO89,PF10452.14,0.0022,16.5,0.3,0.0022,16.5,0.3,GCA_010099065.1
QHS64867.1,-,TCO89,PF10452.14,4.4e-232,770.3,55.2,5.9e-232,769.9,55.2,GCA_010111755.1
KAF1796705.1,-,TCO89,PF10452.14,4.7e-09,35.4,0.2,4.7e-09,35.4,0.2,GCA_010203745.1
KAF1807715.1,-,TCO89,PF10452.14,2.7e-08,32.9,10.9,4.4e-08,32.2,4.3,GCA_010203745.1
KAF1799424.1,-,TCO89,PF10452.14,3.9e-08,32.3,9.4,3.9e-08,32.3,9.4,GCA_010203745.1
KAF1807054.1,-,TCO89,PF10452.14,9.8e-06,24.4,20.6,3.7e-05,22.5,20.5,GCA_010203745.1
KAF1901364.1,-,TCO89,PF10452.14,8.8e-118,393.2,63.3,1.9e-117,392.1,63.3,GCA_010356925.1
KAF1908628.1,-,TCO89,PF10452.14,8.7e-118,393.2,63.3,1.9e-117,392.1,63.3,GCA_010356935.1
KAF2396981.1,-,TCO89,PF10452.14,2.2e-06,26.3,0.0,0.02,13.3,0.1,GCA_010356995.1
KAF2657698.1,-,TCO89,PF10452.14,3e-05,23.2,0.0,3e-05,23.2,0.0,GCA_010405375.1
KAF2680834.1,-,TCO89,PF10452.14,3.6e-06,26.3,2.4,0.0001,21.6,0.2,GCA_010405425.1
KAF2421162.1,-,TCO89,PF10452.14,7.2e-05,21.8,16.0,0.011,14.5,0.0,GCA_010583015.1
GFF81938.1,-,TCO89,PF10452.14,5.1e-05,22.0,1.3,0.08,11.4,0.0,GCA_010723975.1
GFF39217.1,-,TCO89,PF10452.14,4.6e-05,22.0,1.3,0.073,11.4,0.0,GCA_010724455.1
GFF80442.1,-,TCO89,PF10452.14,4.6e-05,22.0,1.3,0.074,11.4,0.0,GCA_010724575.1
GFG08886.1,-,TCO89,PF10452.14,5.8e-05,21.7,1.6,0.074,11.4,0.0,GCA_010724635.1
GFF62567.1,-,TCO89,PF10452.14,0.0021,16.5,6.8,0.074,11.4,0.0,GCA_010724915.1
QID88256.1,-,TCO89,PF10452.14,2.4e-119,399.3,55.9,5.9e-119,398.0,55.9,GCA_011022315.1
QID82801.1,-,TCO89,PF10452.14,3.5e-119,398.7,57.7,6e-119,398.0,57.7,GCA_011022315.1
KAF2870365.1,-,TCO89,PF10452.14,2.6e-07,29.8,0.1,3.6e-05,22.8,0.0,GCA_011032825.1
KAF2875908.1,-,TCO89,PF10452.14,0.14,11.0,11.1,0.19,10.5,11.1,GCA_011032825.1
KAF2971722.1,-,TCO89,PF10452.14,1.6e-09,36.8,2.2,8.9e-09,34.3,2.2,GCA_011057905.1
KAF3049023.1,-,TCO89,PF10452.14,0.00013,20.7,13.8,0.00073,18.2,0.0,GCA_011058865.1
KAF3026427.1,-,TCO89,PF10452.14,6.2e-07,28.7,4.1,6.2e-07,28.7,4.1,GCA_011058875.1
KAF3030751.1,-,TCO89,PF10452.14,0.09,11.3,0.0,0.096,11.2,0.0,GCA_011058885.1
KAF3037055.1,-,TCO89,PF10452.14,6.1e-05,21.8,16.0,0.00057,18.6,0.0,GCA_011058895.1
KAF2995404.1,-,TCO89,PF10452.14,0.0009,17.9,0.1,0.0039,15.8,0.1,GCA_011058905.1
KAF3068239.1,-,TCO89,PF10452.14,0.00073,18.4,3.1,0.014,14.2,0.1,GCA_011066345.1
KAF3352028.1,-,TCO89,PF10452.14,0.58,8.3,11.3,0.05,11.9,6.1,GCA_011066465.2
